osmid,highway,oneway,reversed,length,lanes,maxspeed,ref,name,bridge,access,junction,geometry_wkt
123308408,residential,False,True,72.1815603220692,,60,,,,,,"LINESTRING (580014.7395783934 8035673.84381732, 579984.2898305049 8035738.98007785)"
123308409,residential,False,False,129.69115401436812,,60,,,,,,"LINESTRING (580014.7395783934 8035673.84381732, 580133.7015650315 8035725.533493239)"
123308398,residential,False,False,72.61209674811377,,60,,,,,,"LINESTRING (580196.4027919627 8035590.185694358, 580130.363649867 8035559.99160721)"
123308398,residential,False,True,155.6078669359825,,60,,,,,,"LINESTRING (580196.4027919627 8035590.185694358, 580337.923542666 8035654.89446811)"
123308406,residential,False,False,74.57054892238979,,60,,,,,,"LINESTRING (580196.4027919627 8035590.185694358, 580164.7216992379 8035657.374126382)"
123308400,residential,False,True,154.83902530850645,,60,,Jackson Kakwambi Street,,,,"LINESTRING (580373.0333192188 8035583.71979916, 580230.5433797291 8035523.064734636)"
123308412,residential,False,False,79.66364314525227,,60,,,,,,"LINESTRING (580373.0333192188 8035583.71979916, 580337.923542666 8035654.89446811)"
123308412,residential,False,True,72.51288724175184,,60,,,,,,"LINESTRING (580373.0333192188 8035583.71979916, 580402.3543345123 8035517.71334742)"
123308401,residential,False,False,75.70338982206115,,60,,,,,,"LINESTRING (580261.7627395336 8035454.528185702, 580192.7833973174 8035423.328256763)"
123308401,residential,False,True,154.12791785201208,,60,,,,,,"LINESTRING (580261.7627395336 8035454.528185702, 580402.3543345123 8035517.71334742)"
123308411,residential,False,False,75.608134786133,,60,,,,,,"LINESTRING (580261.7627395336 8035454.528185702, 580230.5433797291 8035523.064734636)"
123307475,residential,False,True,77.34840764056658,,60,,Michael Shivute Street,,,,"LINESTRING (580223.9083750073 8035355.057683645, 580294.2273930481 8035387.281075479)"
123308405,residential,False,False,75.32574909065065,,60,,,,,,"LINESTRING (580223.9083750073 8035355.057683645, 580192.7833973174 8035423.328256763)"
123307475,residential,False,False,207.63743899046966,,60,,Michael Shivute Street,,,,"LINESTRING (580223.9083750073 8035355.057683645, 580133.7493431065 8035316.109394208, 580108.8328989858 8035307.159095556, 580084.6381275433 8035301.038327398, 580027.4165007238 8035291.045085914)"
123308400,residential,False,False,154.83902530850645,,60,,Jackson Kakwambi Street,,,,"LINESTRING (580230.5433797291 8035523.064734636, 580373.0333192188 8035583.71979916)"
123308400,residential,False,True,74.87947314189238,,60,,Jackson Kakwambi Street,,,,"LINESTRING (580230.5433797291 8035523.064734636, 580161.6349949043 8035493.734274906)"
123308411,residential,False,True,75.608134786133,,60,,,,,,"LINESTRING (580230.5433797291 8035523.064734636, 580261.7627395336 8035454.528185702)"
123308398,residential,False,True,170.21754349410992,,60,,,,,,"LINESTRING (579975.5159382466 8035489.293852215, 580130.363649867 8035559.99160721)"
123312692,residential,False,False,70.48761671772729,,60,,Kahumba Kandola Street,,,,"LINESTRING (579975.5159382466 8035489.293852215, 579996.3850971849 8035422.293023741)"
123312692,residential,False,True,79.35340944691664,,60,,Kahumba Kandola Street,,,,"LINESTRING (579975.5159382466 8035489.293852215, 579952.1195152432 8035526.254133859, 579931.3078793789 8035554.85044927)"
123308408,residential,False,True,150.90468521956728,,60,,,,,,"LINESTRING (579878.4459683402 8035609.078617987, 580014.7395783934 8035673.84381732)"
123312692,residential,False,False,75.88193173879537,,60,,Kahumba Kandola Street,,,,"LINESTRING (579878.4459683402 8035609.078617987, 579931.3078793789 8035554.85044927)"
123312692,residential,False,True,156.3352114790535,,60,,Kahumba Kandola Street,,,,"LINESTRING (579878.4459683402 8035609.078617987, 579776.2146675958 8035726.869829031)"
123308402,residential,False,False,191.64378988222123,,60,,Lungada Street,,,,"LINESTRING (579950.1424462185 8035807.350843802, 579776.2146675958 8035726.869829031)"
123308408,residential,False,False,76.71132753692581,,60,,,,,,"LINESTRING (579950.1424462185 8035807.350843802, 579984.2898305049 8035738.98007785)"
123308402,residential,False,True,124.59100679378156,,60,,Lungada Street,,,,"LINESTRING (579950.1424462185 8035807.350843802, 580031.3119822318 8035843.304549339, 580064.064542065 8035857.821994361)"
123308400,residential,False,False,74.87947314189238,,60,,Jackson Kakwambi Street,,,,"LINESTRING (580161.6349949043 8035493.734274906, 580230.5433797291 8035523.064734636)"
123308400,residential,False,True,180.00880013251447,,60,,Jackson Kakwambi Street,,,,"LINESTRING (580161.6349949043 8035493.734274906, 579996.3850971849 8035422.293023741)"
123308410,residential,False,False,73.54956704787912,,60,,,,,,"LINESTRING (580161.6349949043 8035493.734274906, 580130.363649867 8035559.99160721)"
123308398,residential,False,False,170.21754349410992,,60,,,,,,"LINESTRING (580130.363649867 8035559.99160721, 579975.5159382466 8035489.293852215)"
123308398,residential,False,True,72.61209674811377,,60,,,,,,"LINESTRING (580130.363649867 8035559.99160721, 580196.4027919627 8035590.185694358)"
123308410,residential,False,True,73.54956704787912,,60,,,,,,"LINESTRING (580130.363649867 8035559.99160721, 580161.6349949043 8035493.734274906)"
123307474,residential,False,False,254.91188711655542,,60,,Ardooie Street,,,,"LINESTRING (580164.7216992379 8035657.374126382, 579931.3078793789 8035554.85044927)"
123308406,residential,False,True,74.57054892238979,,60,,,,,,"LINESTRING (580164.7216992379 8035657.374126382, 580196.4027919627 8035590.185694358)"
123308413,residential,False,True,75.18077482687413,,60,,,,,,"LINESTRING (580164.7216992379 8035657.374126382, 580133.7015650315 8035725.533493239)"
123307474,residential,False,True,157.1080000515159,,60,,Ardooie Street,,,,"LINESTRING (580164.7216992379 8035657.374126382, 580206.7644881255 8035675.471944002, 580308.3798750287 8035721.001275586)"
123308401,residential,False,False,193.76043475590401,,60,,,,,,"LINESTRING (580192.7833973174 8035423.328256763, 580014.371799587 8035347.6693757465)"
123308401,residential,False,True,75.70338982206115,,60,,,,,,"LINESTRING (580192.7833973174 8035423.328256763, 580261.7627395336 8035454.528185702)"
123308405,residential,False,True,75.32574909065065,,60,,,,,,"LINESTRING (580192.7833973174 8035423.328256763, 580223.9083750073 8035355.057683645)"
123307474,residential,False,True,73.96050286400644,,60,,Ardooie Street,,,,"LINESTRING (580378.4220322748 8035755.194986894, 580445.6731516805 8035785.98086578)"
123307474,residential,False,False,77.95882800219469,,60,,Ardooie Street,,,,"LINESTRING (580378.4220322748 8035755.194986894, 580367.9785900571 8035749.627544431, 580308.3798750287 8035721.001275586)"
123308407,residential,False,False,300.5714442651329,,60,,Circle Street,,,,"LINESTRING (580378.4220322748 8035755.194986894, 580409.1335573804 8035689.559117798, 580440.9169121492 8035621.628542427, 580474.591965765 8035549.673905034, 580505.313297451 8035484.00461478)"
123308408,residential,False,False,72.1815603220692,,60,,,,,,"LINESTRING (579984.2898305049 8035738.98007785, 580014.7395783934 8035673.84381732)"
123308408,residential,False,True,76.71132753692581,,60,,,,,,"LINESTRING (579984.2898305049 8035738.98007785, 579950.1424462185 8035807.350843802)"
"[123308409, 650639849]",residential,False,True,272.078292544943,,60,,,,,,"LINESTRING (579984.2898305049 8035738.98007785, 580121.4909414693 8035802.391099721, 580131.1715972332 8035805.461205426, 580139.1267374791 8035803.880177766, 580164.9390728738 8035753.466815447, 580164.7642772507 8035744.28413938, 580158.7614314598 8035738.377841214, 580133.7015650315 8035725.533493239)"
123308409,residential,False,True,129.69115401436812,,60,,,,,,"LINESTRING (580133.7015650315 8035725.533493239, 580014.7395783934 8035673.84381732)"
123308413,residential,False,False,75.18077482687413,,60,,,,,,"LINESTRING (580133.7015650315 8035725.533493239, 580164.7216992379 8035657.374126382)"
"[123308409, 650639849]",residential,False,False,272.07829254494305,,60,,,,,,"LINESTRING (580133.7015650315 8035725.533493239, 580158.7614314598 8035738.377841214, 580164.7642772507 8035744.28413938, 580164.9390728738 8035753.466815447, 580139.1267374791 8035803.880177766, 580131.1715972332 8035805.461205426, 580121.4909414693 8035802.391099721, 579984.2898305049 8035738.98007785)"
123308412,residential,False,True,72.69517327187123,,60,,,,,,"LINESTRING (580308.3798750287 8035721.001275586, 580337.923542666 8035654.89446811)"
123307474,residential,False,False,157.1080000515159,,60,,Ardooie Street,,,,"LINESTRING (580308.3798750287 8035721.001275586, 580206.7644881255 8035675.471944002, 580164.7216992379 8035657.374126382)"
123307474,residential,False,True,77.95882800219469,,60,,Ardooie Street,,,,"LINESTRING (580308.3798750287 8035721.001275586, 580367.9785900571 8035749.627544431, 580378.4220322748 8035755.194986894)"
123308398,residential,False,False,155.6078669359825,,60,,,,,,"LINESTRING (580337.923542666 8035654.89446811, 580196.4027919627 8035590.185694358)"
123308412,residential,False,False,72.69517327187123,,60,,,,,,"LINESTRING (580337.923542666 8035654.89446811, 580308.3798750287 8035721.001275586)"
123308412,residential,False,True,79.66364314525227,,60,,,,,,"LINESTRING (580337.923542666 8035654.89446811, 580373.0333192188 8035583.71979916)"
123308920,residential,False,False,79.41867198205387,,60,,,,,,"LINESTRING (580473.0714732485 8035385.994449278, 580400.5570174415 8035353.592452692)"
123308906,residential,False,False,75.05164849525916,,60,,,,,,"LINESTRING (580586.7396228618 8035109.56802716, 580555.3283231946 8035177.408904318)"
123308909,residential,False,False,10.817777695754936,,60,,,,,,"LINESTRING (580586.7396228618 8035109.56802716, 580576.9365200354 8035104.993899632)"
123308909,residential,False,True,200.4926226937569,,60,,,,,,"LINESTRING (580586.7396228618 8035109.56802716, 580662.7997782613 8035143.337996464, 580769.9981168668 8035190.9334495915)"
123308907,residential,False,False,84.61682986479721,,60,,,,,,"LINESTRING (580430.7112272755 8035286.642092592, 580354.2172442474 8035250.4720278885)"
123308907,residential,False,True,79.2713724058855,,60,,,,,,"LINESTRING (580430.7112272755 8035286.642092592, 580503.5076913341 8035318.047042776)"
123308908,residential,False,False,73.71776288141774,,60,,,,,,"LINESTRING (580430.7112272755 8035286.642092592, 580400.5570174415 8035353.592452692)"
123308908,residential,False,True,76.68425278279199,,60,,,,,,"LINESTRING (580430.7112272755 8035286.642092592, 580461.8822675649 8035216.9104167195)"
123308903,residential,False,False,62.87529365979453,,60,,,,,,"LINESTRING (580883.4377017113 8035073.423075051, 580824.5137149359 8035051.423184271)"
651062660,unclassified,False,True,228.08765518567225,2,60,,Mandume ya Ndemufayo Street,,,,"LINESTRING (580883.4377017113 8035073.423075051, 580796.8547034716 8035283.432899855)"
651062660,unclassified,False,False,409.22551110723674,2,60,,Mandume ya Ndemufayo Street,,,,"LINESTRING (580883.4377017113 8035073.423075051, 580929.2186872122 8034960.3585434295, 580978.1544313882 8034828.150784162, 580985.0761459223 8034804.57768972, 580991.9878278602 8034729.068603858, 580992.2642430653 8034684.998196224)"
123308910,residential,False,False,61.321028124459694,,60,,Abraham Nyambali Street,,,,"LINESTRING (580740.4973536402 8035259.242647471, 580796.8547034716 8035283.432899855)"
123308911,residential,False,False,74.7063685965128,,60,,Church Street,,,,"LINESTRING (580740.4973536402 8035259.242647471, 580769.9981168668 8035190.9334495915)"
123308910,residential,False,True,202.42972478364342,,60,,Abraham Nyambali Street,,,,"LINESTRING (580740.4973536402 8035259.242647471, 580650.1406775657 8035218.781656847, 580578.9145639108 8035187.702816986, 580555.3283231946 8035177.408904318)"
123308917,residential,False,True,210.8236774211959,,60,,,,,,"LINESTRING (580074.8923822162 8035128.9278415805, 580194.1752803375 8035176.8206947725, 580198.899838793 8035183.860690786, 580199.5007699102 8035190.92836934, 580173.1381553606 8035251.888350889)"
123312692,residential,False,False,78.12736566120844,,60,,Kahumba Kandola Street,,,,"LINESTRING (580074.8923822162 8035128.9278415805, 580085.0907864681 8035107.953111079, 580092.8896327479 8035091.3141808715, 580101.3818720381 8035075.756758793, 580112.1131926758 8035060.776726695)"
123312692,residential,False,True,76.32726459132519,,60,,Kahumba Kandola Street,,,,"LINESTRING (580074.8923822162 8035128.9278415805, 580058.3185359548 8035167.277064514, 580049.5150501984 8035200.350528327)"
123307475,residential,False,False,81.09711860306574,,60,,Michael Shivute Street,,,,"LINESTRING (580367.9873931285 8035420.995080826, 580294.2273930481 8035387.281075479)"
123307475,residential,False,True,71.43857699959747,,60,,Michael Shivute Street,,,,"LINESTRING (580367.9873931285 8035420.995080826, 580433.069451228 8035450.462001876)"
123308908,residential,False,True,75.1454115321828,,60,,,,,,"LINESTRING (580367.9873931285 8035420.995080826, 580400.5570174415 8035353.592452692)"
123308910,residential,False,False,73.21694108205145,,60,,Abraham Nyambali Street,,,,"LINESTRING (580347.6427238625 8035081.955730928, 580414.1908936929 8035112.489993147)"
123308914,residential,False,True,73.93213993600962,,60,,,,,,"LINESTRING (580347.6427238625 8035081.955730928, 580376.0329282116 8035014.016760177)"
123308910,residential,False,True,191.56732849837215,,60,,Abraham Nyambali Street,,,,"LINESTRING (580347.6427238625 8035081.955730928, 580315.0716654506 8035067.5044418, 580259.604272174 8035042.877774503, 580172.0703817041 8035005.28002834)"
123308910,residential,False,False,86.56208581833884,,60,,Abraham Nyambali Street,,,,"LINESTRING (580414.1908936929 8035112.489993147, 580492.9940854483 8035148.318543268)"
123308910,residential,False,True,73.21694108205145,,60,,Abraham Nyambali Street,,,,"LINESTRING (580414.1908936929 8035112.489993147, 580347.6427238625 8035081.955730928)"
123308912,residential,False,True,75.37855757116404,,60,,,,,,"LINESTRING (580414.1908936929 8035112.489993147, 580384.0548515463 8035181.254823948)"
123308909,residential,False,True,81.62937906995943,,60,,,,,,"LINESTRING (580376.0329282116 8035014.016760177, 580451.0681860074 8035046.187322453)"
123308914,residential,False,False,73.93213993600962,,60,,,,,,"LINESTRING (580376.0329282116 8035014.016760177, 580347.6427238625 8035081.955730928)"
123308909,residential,False,False,154.66542577244567,,60,,,,,,"LINESTRING (580376.0329282116 8035014.016760177, 580256.817857515 8034961.798588871, 580236.3780518444 8034948.271905402)"
123308906,residential,False,True,75.05164849525916,,60,,,,,,"LINESTRING (580555.3283231946 8035177.408904318, 580586.7396228618 8035109.56802716)"
123308910,residential,False,True,68.78840578116167,,60,,Abraham Nyambali Street,,,,"LINESTRING (580555.3283231946 8035177.408904318, 580492.9940854483 8035148.318543268)"
123308910,residential,False,False,202.42972478364345,,60,,Abraham Nyambali Street,,,,"LINESTRING (580555.3283231946 8035177.408904318, 580578.9145639108 8035187.702816986, 580650.1406775657 8035218.781656847, 580740.4973536402 8035259.242647471)"
123308904,residential,False,False,72.60936023118687,,60,,,,,,"LINESTRING (580451.0681860074 8035046.187322453, 580480.5256993652 8034980.135867593)"
123308909,residential,False,False,81.62937906995943,,60,,,,,,"LINESTRING (580451.0681860074 8035046.187322453, 580376.0329282116 8035014.016760177)"
123308909,residential,False,True,138.92906677319337,,60,,,,,,"LINESTRING (580451.0681860074 8035046.187322453, 580576.9365200354 8035104.993899632)"
123308911,residential,False,False,150.40820566061447,,60,,Church Street,,,,"LINESTRING (580769.9981168668 8035190.9334495915, 580824.5137149359 8035051.423184271)"
123308911,residential,False,True,74.7063685965128,,60,,Church Street,,,,"LINESTRING (580769.9981168668 8035190.9334495915, 580740.4973536402 8035259.242647471)"
123308909,residential,False,False,200.4926226937569,,60,,,,,,"LINESTRING (580769.9981168668 8035190.9334495915, 580662.7997782613 8035143.337996464, 580586.7396228618 8035109.56802716)"
123307475,residential,False,False,77.34840764056658,,60,,Michael Shivute Street,,,,"LINESTRING (580294.2273930481 8035387.281075479, 580223.9083750073 8035355.057683645)"
123307475,residential,False,True,81.09711860306574,,60,,Michael Shivute Street,,,,"LINESTRING (580294.2273930481 8035387.281075479, 580367.9873931285 8035420.995080826)"
123308912,residential,False,False,75.00114587996707,,60,,,,,,"LINESTRING (580294.2273930481 8035387.281075479, 580324.6630954822 8035319.057363209)"
1513639261,residential,False,False,66.70961097114788,,,,,,,,"LINESTRING (580172.0703817041 8035005.28002834, 580111.4910585373 8034977.343198259)"
123308910,residential,False,False,191.56732849837215,,60,,Abraham Nyambali Street,,,,"LINESTRING (580172.0703817041 8035005.28002834, 580259.604272174 8035042.877774503, 580315.0716654506 8035067.5044418, 580347.6427238625 8035081.955730928)"
123312692,residential,False,False,86.1035114100846,,60,,Kahumba Kandola Street,,,,"LINESTRING (580172.0703817041 8035005.28002834, 580185.8901414484 8034993.850218867, 580223.8337237209 8034960.5153706, 580236.3780518444 8034948.271905402)"
123312692,residential,False,True,81.83888519259824,,60,,Kahumba Kandola Street,,,,"LINESTRING (580172.0703817041 8035005.28002834, 580136.6881918265 8035037.66398649, 580112.1131926758 8035060.776726695)"
123308901,residential,False,True,242.08992094045487,,60,,Helao Nafidi Street,,,,"LINESTRING (580322.4186827797 8034742.050837399, 580543.2397632276 8034841.31242553)"
123312692,residential,False,False,73.98624010532289,,60,,Kahumba Kandola Street,,,,"LINESTRING (580322.4186827797 8034742.050837399, 580337.9401928658 8034700.585450868, 580348.2387915842 8034673.049004048)"
123312692,residential,False,True,63.13662324809885,,60,,Kahumba Kandola Street,,,,"LINESTRING (580322.4186827797 8034742.050837399, 580307.6760797021 8034776.907660366, 580298.7386851086 8034800.289462676)"
123308901,residential,False,False,242.08992094045487,,60,,Helao Nafidi Street,,,,"LINESTRING (580543.2397632276 8034841.31242553, 580322.4186827797 8034742.050837399)"
123308901,residential,False,True,99.05947224168783,,60,,Helao Nafidi Street,,,,"LINESTRING (580543.2397632276 8034841.31242553, 580633.4900875173 8034882.161513983)"
123308919,residential,False,False,73.61647884740985,,60,,,,,,"LINESTRING (580543.2397632276 8034841.31242553, 580514.8171594484 8034908.897753843)"
123310446,residential,False,True,75.13127971215299,,60,,,,,,"LINESTRING (580543.2397632276 8034841.31242553, 580572.9616341987 8034772.637477538)"
123308908,residential,False,False,75.1454115321828,,60,,,,,,"LINESTRING (580400.5570174415 8035353.592452692, 580367.9873931285 8035420.995080826)"
123308908,residential,False,True,73.71776288141774,,60,,,,,,"LINESTRING (580400.5570174415 8035353.592452692, 580430.7112272755 8035286.642092592)"
123308920,residential,False,False,83.37863153575955,,60,,,,,,"LINESTRING (580400.5570174415 8035353.592452692, 580324.6630954822 8035319.057363209)"
123308920,residential,False,True,79.41867198205387,,60,,,,,,"LINESTRING (580400.5570174415 8035353.592452692, 580473.0714732485 8035385.994449278)"
123308908,residential,False,False,75.61452279027657,,60,,,,,,"LINESTRING (580492.9940854483 8035148.318543268, 580461.8822675649 8035216.9104167195)"
123308910,residential,False,False,68.78840578116167,,60,,Abraham Nyambali Street,,,,"LINESTRING (580492.9940854483 8035148.318543268, 580555.3283231946 8035177.408904318)"
123308910,residential,False,True,86.56208581833884,,60,,Abraham Nyambali Street,,,,"LINESTRING (580492.9940854483 8035148.318543268, 580414.1908936929 8035112.489993147)"
123308912,residential,False,False,74.98251268822558,,60,,,,,,"LINESTRING (580324.6630954822 8035319.057363209, 580354.2172442474 8035250.4720278885)"
123308912,residential,False,True,75.00114587996707,,60,,,,,,"LINESTRING (580324.6630954822 8035319.057363209, 580294.2273930481 8035387.281075479)"
123308918,residential,False,False,165.73108103268453,,60,,,,,,"LINESTRING (580324.6630954822 8035319.057363209, 580173.1381553606 8035251.888350889)"
123308920,residential,False,True,83.37863153575955,,60,,,,,,"LINESTRING (580324.6630954822 8035319.057363209, 580400.5570174415 8035353.592452692)"
123308907,residential,False,False,79.2713724058855,,60,,,,,,"LINESTRING (580503.5076913341 8035318.047042776, 580430.7112272755 8035286.642092592)"
123308913,residential,False,False,73.52988357607175,,60,,,,,,"LINESTRING (580514.8171594484 8034908.897753843, 580580.7687420604 8034941.392250782)"
123308919,residential,False,False,103.14007933814213,,60,,,,,,"LINESTRING (580514.8171594484 8034908.897753843, 580420.9234852524 8034866.204053081)"
123308919,residential,False,True,73.61647884740985,,60,,,,,,"LINESTRING (580514.8171594484 8034908.897753843, 580543.2397632276 8034841.31242553)"
123308915,residential,False,False,82.84776347996868,,60,,,,,,"LINESTRING (580537.298095506 8035251.214563708, 580461.8822675649 8035216.9104167195)"
123308910,residential,False,True,61.321028124459694,,60,,Abraham Nyambali Street,,,,"LINESTRING (580796.8547034716 8035283.432899855, 580740.4973536402 8035259.242647471)"
651062660,unclassified,False,False,228.08765518567225,2,60,,Mandume ya Ndemufayo Street,,,,"LINESTRING (580796.8547034716 8035283.432899855, 580883.4377017113 8035073.423075051)"
651062660,unclassified,False,True,74.93891996753962,2,60,,Mandume ya Ndemufayo Street,,,,"LINESTRING (580796.8547034716 8035283.432899855, 580780.497689819 8035320.055857372, 580766.802681385 8035351.755431205)"
123308905,residential,False,False,85.60377396681507,,60,,,,,,"LINESTRING (580461.8822675649 8035216.9104167195, 580384.0548515463 8035181.254823948)"
123308908,residential,False,False,76.68425278279199,,60,,,,,,"LINESTRING (580461.8822675649 8035216.9104167195, 580430.7112272755 8035286.642092592)"
123308908,residential,False,True,75.61452279027657,,60,,,,,,"LINESTRING (580461.8822675649 8035216.9104167195, 580492.9940854483 8035148.318543268)"
123308915,residential,False,True,82.84776347996868,,60,,,,,,"LINESTRING (580461.8822675649 8035216.9104167195, 580537.298095506 8035251.214563708)"
123308904,residential,False,True,105.7772647597117,,60,,,,,,"LINESTRING (580384.1370209343 8034936.555865885, 580480.5256993652 8034980.135867593)"
123308916,residential,False,True,74.46463310065104,,60,,,,,,"LINESTRING (580549.3131181797 8035008.691167073, 580480.5256993652 8034980.135867593)"
123308913,residential,False,True,74.57589520596574,,60,,,,,,"LINESTRING (580549.3131181797 8035008.691167073, 580554.0007706906 8034998.736421688, 580580.7687420604 8034941.392250782)"
123308916,residential,False,False,100.98730292145405,,60,,,,,,"LINESTRING (580549.3131181797 8035008.691167073, 580554.6583980807 8035019.778115575, 580562.267802598 8035040.238448115, 580576.9365200354 8035104.993899632)"
123308904,residential,False,False,105.7772647597117,,60,,,,,,"LINESTRING (580480.5256993652 8034980.135867593, 580384.1370209343 8034936.555865885)"
123308904,residential,False,True,72.60936023118687,,60,,,,,,"LINESTRING (580480.5256993652 8034980.135867593, 580451.0681860074 8035046.187322453)"
123308916,residential,False,False,74.46463310065104,,60,,,,,,"LINESTRING (580480.5256993652 8034980.135867593, 580549.3131181797 8035008.691167073)"
123308913,residential,False,True,73.52988357607175,,60,,,,,,"LINESTRING (580580.7687420604 8034941.392250782, 580514.8171594484 8034908.897753843)"
123308913,residential,False,False,74.57589520596574,,60,,,,,,"LINESTRING (580580.7687420604 8034941.392250782, 580554.0007706906 8034998.736421688, 580549.3131181797 8035008.691167073)"
1449997376,residential,False,False,80.49163777000746,,,,,,,,"LINESTRING (580580.7687420604 8034941.392250782, 580596.3070582795 8034914.63108339, 580615.5737737935 8034897.591408322, 580633.4900875173 8034882.161513983)"
123308918,residential,False,False,133.91112177713808,,60,,,,,,"LINESTRING (580173.1381553606 8035251.888350889, 580049.5150501984 8035200.350528327)"
123308918,residential,False,True,165.73108103268453,,60,,,,,,"LINESTRING (580173.1381553606 8035251.888350889, 580324.6630954822 8035319.057363209)"
123308917,residential,False,False,210.8236774211959,,60,,,,,,"LINESTRING (580173.1381553606 8035251.888350889, 580199.5007699102 8035190.92836934, 580198.899838793 8035183.860690786, 580194.1752803375 8035176.8206947725, 580074.8923822162 8035128.9278415805)"
123310459,residential,False,False,81.11430741016363,,60,,Church Street,,,,"LINESTRING (580850.0718737117 8034986.095085423, 580879.4482136313 8034910.848838717)"
123310459,residential,False,True,70.44219277973602,,60,,Church Street,,,,"LINESTRING (580850.0718737117 8034986.095085423, 580824.5137149359 8035051.423184271)"
123308901,residential,False,False,108.2206444519081,,60,,Helao Nafidi Street,,,,"LINESTRING (580850.0718737117 8034986.095085423, 580842.9407387585 8034979.053948273, 580836.1055791709 8034974.412567549, 580826.8317897744 8034969.659383127, 580754.4120646289 8034936.8821319295)"
123308918,residential,False,True,133.91112177713808,,60,,,,,,"LINESTRING (580049.5150501984 8035200.350528327, 580173.1381553606 8035251.888350889)"
123312692,residential,False,True,93.78150509267677,,60,,Kahumba Kandola Street,,,,"LINESTRING (580049.5150501984 8035200.350528327, 580027.4165007238 8035291.045085914)"
123312692,residential,False,False,76.32726459132519,,60,,Kahumba Kandola Street,,,,"LINESTRING (580049.5150501984 8035200.350528327, 580058.3185359548 8035167.277064514, 580074.8923822162 8035128.9278415805)"
123308919,residential,False,True,103.14007933814213,,60,,,,,,"LINESTRING (580420.9234852524 8034866.204053081, 580514.8171594484 8034908.897753843)"
123308903,residential,False,True,62.87529365979453,,60,,,,,,"LINESTRING (580824.5137149359 8035051.423184271, 580883.4377017113 8035073.423075051)"
123308911,residential,False,True,150.40820566061447,,60,,Church Street,,,,"LINESTRING (580824.5137149359 8035051.423184271, 580769.9981168668 8035190.9334495915)"
123310459,residential,False,False,70.44219277973602,,60,,Church Street,,,,"LINESTRING (580824.5137149359 8035051.423184271, 580850.0718737117 8034986.095085423)"
123308903,residential,False,False,167.22162302432451,,60,,,,,,"LINESTRING (580824.5137149359 8035051.423184271, 580752.4059704675 8035019.83959635, 580746.5506615543 8035013.711587917, 580742.6842772178 8035006.590781436, 580740.6690025451 8035001.088920241, 580741.500714877 8034994.446944368, 580754.4120646289 8034936.8821319295)"
123310458,residential,False,False,72.44156173326525,,60,,,,,,"LINESTRING (580670.7989802406 8034572.275257344, 580642.4464095633 8034638.621330891)"
123310449,residential,False,False,232.33451542471022,,60,,,,,,"LINESTRING (580670.7989802406 8034572.275257344, 580611.288665379 8034543.804541046, 580562.7347553805 8034524.638647858, 580545.2369768558 8034520.316962689, 580449.2805044 8034528.063039294)"
123310449,residential,False,True,181.76729388337552,,60,,,,,,"LINESTRING (580670.7989802406 8034572.275257344, 580728.0811458376 8034597.59044344, 580836.093380932 8034647.88183943)"
123310449,residential,False,True,64.00327751082564,,60,,,,,,"LINESTRING (580385.2642621793 8034530.778109061, 580449.2805044 8034528.063039294)"
123312692,residential,False,False,52.64133351684744,,60,,Kahumba Kandola Street,,,,"LINESTRING (580385.2642621793 8034530.778109061, 580378.1218211827 8034478.882063486)"
123312692,residential,False,True,78.6262213699036,,60,,Kahumba Kandola Street,,,,"LINESTRING (580385.2642621793 8034530.778109061, 580385.5966624785 8034565.817501951, 580381.9641802221 8034587.673168524, 580374.9526255031 8034607.528778104)"
123310451,residential,False,False,66.02590038724487,,60,,,,,,"LINESTRING (580623.3500256748 8034713.316609019, 580683.5339906977 8034740.478984037)"
123310459,residential,False,False,74.88973212655183,,60,,Church Street,,,,"LINESTRING (580879.4482136313 8034910.848838717, 580906.56864577 8034841.376228789)"
123310459,residential,False,True,81.11430741016363,,60,,Church Street,,,,"LINESTRING (580879.4482136313 8034910.848838717, 580850.0718737117 8034986.095085423)"
123310445,residential,False,True,249.2209749060399,,60,,,,,,"LINESTRING (580879.4482136313 8034910.848838717, 580739.3372530858 8034847.930725671, 580652.1985783363 8034808.496798821)"
123310457,residential,False,True,82.29261026712346,,60,,,,,,"LINESTRING (580831.8630198363 8034806.860400135, 580906.56864577 8034841.376228789)"
123310463,residential,False,True,127.87568540549665,,60,,,,,,"LINESTRING (580921.5497815559 8034766.365455035, 580805.6032125617 8034712.4333581645)"
"[123310449, 123310459]",residential,False,False,173.67903422015976,,60,,Church Street,,,,"LINESTRING (580921.5497815559 8034766.365455035, 580926.4729889855 8034720.561182468, 580926.7145797035 8034706.984251643, 580924.9619092887 8034695.6836229935, 580917.0968744484 8034685.414711197, 580836.093380932 8034647.88183943)"
123310459,residential,False,True,77.05013967109853,,60,,Church Street,,,,"LINESTRING (580921.5497815559 8034766.365455035, 580911.8395673862 8034826.318355058, 580906.56864577 8034841.376228789)"
123310458,residential,False,True,72.44156173326525,,60,,,,,,"LINESTRING (580642.4464095633 8034638.621330891, 580670.7989802406 8034572.275257344)"
123310463,residential,False,False,79.93394535806198,,60,,,,,,"LINESTRING (580642.4464095633 8034638.621330891, 580646.9598419679 8034640.638872544, 580715.1844099667 8034671.773839272)"
